SiteID,0,Site Timezone,-9,Data Timezone,0,Longitude,-128.77481,Latitude,39.970406
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s)
2019,1,1,0,0,13.97
2019,1,1,0,15,14.01
2019,1,1,0,30,14.120000000000001
2019,1,1,0,45,14.25
2019,1,1,1,0,14
2019,1,1,1,15,14.200000000000001
2019,1,1,1,30,13.86
2019,1,1,1,45,14.22
2019,1,1,2,0,14.280000000000001
2019,1,1,2,15,13.99
2019,1,1,2,30,14.120000000000001
2019,1,1,2,45,13.84
2019,1,1,3,0,14.030000000000001
2019,1,1,3,15,13.91
2019,1,1,3,30,14.040000000000001
2019,1,1,3,45,13.98
2019,1,1,4,0,14.01
2019,1,1,4,15,13.96
2019,1,1,4,30,13.82
2019,1,1,4,45,13.81
2019,1,1,5,0,13.63
2019,1,1,5,15,13.51
2019,1,1,5,30,13.42
2019,1,1,5,45,13.24
2019,1,1,6,0,13.18
2019,1,1,6,15,13.08
2019,1,1,6,30,13.06
2019,1,1,6,45,13.01
2019,1,1,7,0,12.92
2019,1,1,7,15,12.83
2019,1,1,7,30,12.82
2019,1,1,7,45,12.84
2019,1,1,8,0,12.780000000000001
2019,1,1,8,15,12.73
2019,1,1,8,30,12.64
2019,1,1,8,45,12.52
2019,1,1,9,0,12.47
2019,1,1,9,15,12.43
2019,1,1,9,30,12.36
2019,1,1,9,45,12.290000000000001
2019,1,1,10,0,12.25
2019,1,1,10,15,12.26
2019,1,1,10,30,12.24
2019,1,1,10,45,12.19
2019,1,1,11,0,12.1
2019,1,1,11,15,12.09
2019,1,1,11,30,12.09
2019,1,1,11,45,12.02
2019,1,1,12,0,11.91
2019,1,1,12,15,11.86
2019,1,1,12,30,11.81
2019,1,1,12,45,11.67
2019,1,1,13,0,11.61
2019,1,1,13,15,11.48
2019,1,1,13,30,11.27
2019,1,1,13,45,11.32
2019,1,1,14,0,11.41
2019,1,1,14,15,11.59
2019,1,1,14,30,11.6
2019,1,1,14,45,11.44
2019,1,1,15,0,11.18
2019,1,1,15,15,10.950000000000001
2019,1,1,15,30,10.83
2019,1,1,15,45,10.790000000000001
2019,1,1,16,0,10.700000000000001
2019,1,1,16,15,10.61
2019,1,1,16,30,10.43
2019,1,1,16,45,10.15
2019,1,1,17,0,9.94
2019,1,1,17,15,9.76
2019,1,1,17,30,9.74
2019,1,1,17,45,9.72
2019,1,1,18,0,9.64
2019,1,1,18,15,9.58
2019,1,1,18,30,9.52
2019,1,1,18,45,9.41
2019,1,1,19,0,9.31
2019,1,1,19,15,9.17
2019,1,1,19,30,8.950000000000001
2019,1,1,19,45,8.84
2019,1,1,20,0,8.71
2019,1,1,20,15,8.5
2019,1,1,20,30,8.36
2019,1,1,20,45,8.18
2019,1,1,21,0,8.06
2019,1,1,21,15,7.83
2019,1,1,21,30,7.82
2019,1,1,21,45,7.86
2019,1,1,22,0,7.88
2019,1,1,22,15,7.83
2019,1,1,22,30,7.8
2019,1,1,22,45,7.78
2019,1,1,23,0,7.640000000000001
2019,1,1,23,15,7.5
2019,1,1,23,30,7.18
2019,1,1,23,45,6.7
2019,1,2,0,0,6.3500000000000005
2019,1,2,0,15,6.0200000000000005
2019,1,2,0,30,5.84
2019,1,2,0,45,5.75
2019,1,2,1,0,5.79
2019,1,2,1,15,5.83
2019,1,2,1,30,5.91
2019,1,2,1,45,5.91
2019,1,2,2,0,5.94
2019,1,2,2,15,6.0200000000000005
2019,1,2,2,30,6.33
2019,1,2,2,45,6.7
2019,1,2,3,0,6.92
2019,1,2,3,15,7.09
2019,1,2,3,30,7.05
2019,1,2,3,45,7.01
2019,1,2,4,0,6.92
2019,1,2,4,15,6.72
2019,1,2,4,30,6.38
2019,1,2,4,45,5.98
2019,1,2,5,0,5.7
2019,1,2,5,15,5.45
2019,1,2,5,30,5.22
2019,1,2,5,45,5.04
2019,1,2,6,0,4.97
2019,1,2,6,15,4.94
2019,1,2,6,30,4.93
2019,1,2,6,45,4.91
2019,1,2,7,0,4.86
2019,1,2,7,15,4.87
2019,1,2,7,30,4.79
2019,1,2,7,45,4.74
2019,1,2,8,0,4.66
2019,1,2,8,15,4.55
2019,1,2,8,30,4.29
2019,1,2,8,45,4.07
2019,1,2,9,0,3.87
2019,1,2,9,15,3.71
2019,1,2,9,30,3.5700000000000003
2019,1,2,9,45,3.3200000000000003
2019,1,2,10,0,3.2
2019,1,2,10,15,3.14
2019,1,2,10,30,2.83
2019,1,2,10,45,2.56
2019,1,2,11,0,2.44
2019,1,2,11,15,2.37
2019,1,2,11,30,2.41
2019,1,2,11,45,2.58
2019,1,2,12,0,2.66
2019,1,2,12,15,2.79
2019,1,2,12,30,3.2
2019,1,2,12,45,3.29
2019,1,2,13,0,3.18
2019,1,2,13,15,3.4
2019,1,2,13,30,3.64
2019,1,2,13,45,3.96
2019,1,2,14,0,4.28
2019,1,2,14,15,4.41
2019,1,2,14,30,4.59
2019,1,2,14,45,4.75
2019,1,2,15,0,4.97
2019,1,2,15,15,5.05
2019,1,2,15,30,5.22
2019,1,2,15,45,5.3500000000000005
2019,1,2,16,0,5.32
2019,1,2,16,15,5.57
2019,1,2,16,30,5.62
2019,1,2,16,45,5.64
2019,1,2,17,0,5.73
2019,1,2,17,15,5.76
2019,1,2,17,30,5.66
2019,1,2,17,45,5.66
2019,1,2,18,0,5.66
2019,1,2,18,15,5.74
2019,1,2,18,30,5.87
2019,1,2,18,45,5.8100000000000005
2019,1,2,19,0,5.8
2019,1,2,19,15,5.22
2019,1,2,19,30,5.22
2019,1,2,19,45,6.05
2019,1,2,20,0,5.59
2019,1,2,20,15,5.37
2019,1,2,20,30,5.19
2019,1,2,20,45,5.37
2019,1,2,21,0,5.42
2019,1,2,21,15,5.6000000000000005
2019,1,2,21,30,5.29
2019,1,2,21,45,5.22
2019,1,2,22,0,5.32
2019,1,2,22,15,5.5200000000000005
2019,1,2,22,30,5.2
2019,1,2,22,45,5.45
2019,1,2,23,0,5.41
2019,1,2,23,15,5.48
2019,1,2,23,30,5.79
2019,1,2,23,45,5.83
2019,1,3,0,0,5.5600000000000005
2019,1,3,0,15,5.4
2019,1,3,0,30,5.21
2019,1,3,0,45,5.11
2019,1,3,1,0,5.24
2019,1,3,1,15,5.46
2019,1,3,1,30,5.73
2019,1,3,1,45,6.0200000000000005
2019,1,3,2,0,6.4
2019,1,3,2,15,6.76
2019,1,3,2,30,7.0200000000000005
2019,1,3,2,45,7.18
2019,1,3,3,0,7.2700000000000005
2019,1,3,3,15,7.36
2019,1,3,3,30,7.37
2019,1,3,3,45,7.46
2019,1,3,4,0,7.43
2019,1,3,4,15,7.41
2019,1,3,4,30,7.55
2019,1,3,4,45,7.7
2019,1,3,5,0,7.79
2019,1,3,5,15,7.7700000000000005
2019,1,3,5,30,7.71
2019,1,3,5,45,7.68
2019,1,3,6,0,7.7
2019,1,3,6,15,7.68
2019,1,3,6,30,7.62
2019,1,3,6,45,7.69
2019,1,3,7,0,7.86
2019,1,3,7,15,8.07
2019,1,3,7,30,8.31
2019,1,3,7,45,8.58
2019,1,3,8,0,8.9
2019,1,3,8,15,9.23
2019,1,3,8,30,9.61
2019,1,3,8,45,10.040000000000001
2019,1,3,9,0,10.26
2019,1,3,9,15,10.52
2019,1,3,9,30,10.64
2019,1,3,9,45,10.86
2019,1,3,10,0,11
2019,1,3,10,15,11.31
2019,1,3,10,30,11.51
2019,1,3,10,45,11.82
2019,1,3,11,0,12.01
2019,1,3,11,15,11.98
2019,1,3,11,30,11.89
2019,1,3,11,45,11.950000000000001
2019,1,3,12,0,11.97
2019,1,3,12,15,11.72
2019,1,3,12,30,11.55
2019,1,3,12,45,11.66
2019,1,3,13,0,11.790000000000001
2019,1,3,13,15,11.76
2019,1,3,13,30,11.81
2019,1,3,13,45,11.98
2019,1,3,14,0,12.23
2019,1,3,14,15,12.38
2019,1,3,14,30,12.530000000000001
2019,1,3,14,45,12.68
2019,1,3,15,0,12.67
2019,1,3,15,15,12.72
2019,1,3,15,30,12.63
2019,1,3,15,45,12.540000000000001
2019,1,3,16,0,12.27
2019,1,3,16,15,12.17
2019,1,3,16,30,12.17
2019,1,3,16,45,12.01
2019,1,3,17,0,12.040000000000001
2019,1,3,17,15,12.200000000000001
2019,1,3,17,30,12.42
2019,1,3,17,45,12.68
2019,1,3,18,0,13.02
2019,1,3,18,15,13.25
2019,1,3,18,30,13.72
2019,1,3,18,45,13.99
2019,1,3,19,0,14.32
2019,1,3,19,15,14.56
2019,1,3,19,30,14.67
2019,1,3,19,45,14.36
2019,1,3,20,0,14.06
2019,1,3,20,15,14.08
2019,1,3,20,30,14.1
2019,1,3,20,45,14.31
2019,1,3,21,0,14.52
2019,1,3,21,15,14.49
2019,1,3,21,30,14.49
2019,1,3,21,45,14.59
2019,1,3,22,0,14.69
2019,1,3,22,15,14.86
2019,1,3,22,30,14.93
2019,1,3,22,45,15.02
2019,1,3,23,0,15.07
2019,1,3,23,15,15.08
2019,1,3,23,30,15.040000000000001
2019,1,3,23,45,14.97
2019,1,4,0,0,14.83
2019,1,4,0,15,14.73
2019,1,4,0,30,14.64
2019,1,4,0,45,14.58
2019,1,4,1,0,14.51
2019,1,4,1,15,14.4
2019,1,4,1,30,14.41
2019,1,4,1,45,14.35
2019,1,4,2,0,14.26
2019,1,4,2,15,14.17
2019,1,4,2,30,14.05
2019,1,4,2,45,13.790000000000001
2019,1,4,3,0,13.69
2019,1,4,3,15,13.64
2019,1,4,3,30,13.57
2019,1,4,3,45,13.44
2019,1,4,4,0,13.450000000000001
2019,1,4,4,15,13.32
2019,1,4,4,30,13.4
2019,1,4,4,45,13.22
2019,1,4,5,0,13.06
2019,1,4,5,15,12.49
2019,1,4,5,30,11.76
2019,1,4,5,45,11.120000000000001
2019,1,4,6,0,10.69
2019,1,4,6,15,10.34
2019,1,4,6,30,10.16
2019,1,4,6,45,10.09
2019,1,4,7,0,9.93
2019,1,4,7,15,9.63
2019,1,4,7,30,9.24
2019,1,4,7,45,8.82
2019,1,4,8,0,8.290000000000001
2019,1,4,8,15,7.75
2019,1,4,8,30,7.1000000000000005
2019,1,4,8,45,6.09
2019,1,4,9,0,5.15
2019,1,4,9,15,4.28
2019,1,4,9,30,3.61
2019,1,4,9,45,3.09
2019,1,4,10,0,3.34
2019,1,4,10,15,3.88
2019,1,4,10,30,4.11
2019,1,4,10,45,4.05
2019,1,4,11,0,3.84
2019,1,4,11,15,4.0600000000000005
2019,1,4,11,30,4.09
2019,1,4,11,45,4.1
2019,1,4,12,0,4.03
2019,1,4,12,15,3.08
2019,1,4,12,30,3.3000000000000003
2019,1,4,12,45,9.85
2019,1,4,13,0,11.51
2019,1,4,13,15,11.36
2019,1,4,13,30,11.4
2019,1,4,13,45,11.1
2019,1,4,14,0,10.6
2019,1,4,14,15,10.81
2019,1,4,14,30,10.28
2019,1,4,14,45,10.040000000000001
2019,1,4,15,0,10.78
2019,1,4,15,15,10.47
2019,1,4,15,30,10.23
2019,1,4,15,45,10.69
2019,1,4,16,0,11.02
2019,1,4,16,15,11.290000000000001
2019,1,4,16,30,11.13
2019,1,4,16,45,11.76
2019,1,4,17,0,9.63
2019,1,4,17,15,9.3
2019,1,4,17,30,10.03
2019,1,4,17,45,10.59
2019,1,4,18,0,11.14
2019,1,4,18,15,9.34
2019,1,4,18,30,10.040000000000001
2019,1,4,18,45,10.52
2019,1,4,19,0,10.35
2019,1,4,19,15,10.71
2019,1,4,19,30,11.16
2019,1,4,19,45,11.17
2019,1,4,20,0,10.89
2019,1,4,20,15,11.05
2019,1,4,20,30,11.82
2019,1,4,20,45,11.84
2019,1,4,21,0,11.74
2019,1,4,21,15,11.91
2019,1,4,21,30,12.02
2019,1,4,21,45,12.1
2019,1,4,22,0,12.91
2019,1,4,22,15,13.72
2019,1,4,22,30,13.02
2019,1,4,22,45,14.81
2019,1,4,23,0,14.47
2019,1,4,23,15,15.51
2019,1,4,23,30,15.71
2019,1,4,23,45,15.44
2019,1,5,0,0,15.77
2019,1,5,0,15,15.610000000000001
2019,1,5,0,30,15.56
2019,1,5,0,45,15.5
2019,1,5,1,0,15.52
2019,1,5,1,15,15.74
2019,1,5,1,30,15.99
2019,1,5,1,45,16.18
2019,1,5,2,0,16.68
2019,1,5,2,15,17.32
2019,1,5,2,30,17.66
2019,1,5,2,45,18.51
2019,1,5,3,0,18.94
2019,1,5,3,15,18.92
2019,1,5,3,30,18.66
2019,1,5,3,45,19.21
2019,1,5,4,0,18.98
2019,1,5,4,15,19.38
2019,1,5,4,30,19.76
2019,1,5,4,45,19.580000000000002
2019,1,5,5,0,19.44
2019,1,5,5,15,19.06
2019,1,5,5,30,19.19
2019,1,5,5,45,19.63
2019,1,5,6,0,20.47
2019,1,5,6,15,19.87
2019,1,5,6,30,18.79
2019,1,5,6,45,20.07
2019,1,5,7,0,21.35
2019,1,5,7,15,14.98
2019,1,5,7,30,12.94
2019,1,5,7,45,12.63
2019,1,5,8,0,13.47
2019,1,5,8,15,11.91
2019,1,5,8,30,12.67
2019,1,5,8,45,12.25
2019,1,5,9,0,11.61
2019,1,5,9,15,11.34
2019,1,5,9,30,11.620000000000001
2019,1,5,9,45,13.06
2019,1,5,10,0,13.77
2019,1,5,10,15,13.07
2019,1,5,10,30,12.48
2019,1,5,10,45,11.25
2019,1,5,11,0,11.49
2019,1,5,11,15,10.63
2019,1,5,11,30,10.55
2019,1,5,11,45,10.31
2019,1,5,12,0,9.55
2019,1,5,12,15,8.950000000000001
2019,1,5,12,30,9.120000000000001
2019,1,5,12,45,7.29
2019,1,5,13,0,8.040000000000001
2019,1,5,13,15,3.38
2019,1,5,13,30,2.79
2019,1,5,13,45,3.45
2019,1,5,14,0,4.76
2019,1,5,14,15,4.19
2019,1,5,14,30,8.07
2019,1,5,14,45,12.43
2019,1,5,15,0,17.51
2019,1,5,15,15,19.82
2019,1,5,15,30,22.06
2019,1,5,15,45,23.23
2019,1,5,16,0,25.03
2019,1,5,16,15,25.64
2019,1,5,16,30,26.22
2019,1,5,16,45,26.53
2019,1,5,17,0,26.67
2019,1,5,17,15,26.46
2019,1,5,17,30,25.900000000000002
2019,1,5,17,45,24.98
2019,1,5,18,0,23.95
2019,1,5,18,15,23.48
2019,1,5,18,30,22.830000000000002
2019,1,5,18,45,22.52
2019,1,5,19,0,21.97
2019,1,5,19,15,21.07
2019,1,5,19,30,20.38
2019,1,5,19,45,19.72
2019,1,5,20,0,18.72
2019,1,5,20,15,18.67
2019,1,5,20,30,18.580000000000002
2019,1,5,20,45,17.71
2019,1,5,21,0,18.53
2019,1,5,21,15,17.400000000000002
2019,1,5,21,30,18.42
2019,1,5,21,45,18.16
2019,1,5,22,0,17.42
2019,1,5,22,15,16.77
2019,1,5,22,30,16.39
2019,1,5,22,45,16.04
2019,1,5,23,0,15.870000000000001
2019,1,5,23,15,15.51
2019,1,5,23,30,15.42
2019,1,5,23,45,15.34
2019,1,6,0,0,14.76
2019,1,6,0,15,14.200000000000001
2019,1,6,0,30,13.34
2019,1,6,0,45,12.77
2019,1,6,1,0,12.64
2019,1,6,1,15,12.67
2019,1,6,1,30,12.83
2019,1,6,1,45,13.39
2019,1,6,2,0,13.540000000000001
2019,1,6,2,15,13.38
2019,1,6,2,30,13.19
2019,1,6,2,45,13.05
2019,1,6,3,0,12.9
2019,1,6,3,15,12.790000000000001
2019,1,6,3,30,12.870000000000001
2019,1,6,3,45,12.48
2019,1,6,4,0,13.43
2019,1,6,4,15,12.68
2019,1,6,4,30,12.200000000000001
2019,1,6,4,45,11.99
2019,1,6,5,0,11.73
2019,1,6,5,15,11.06
2019,1,6,5,30,10.42
2019,1,6,5,45,10.43
2019,1,6,6,0,10.33
2019,1,6,6,15,10.27
2019,1,6,6,30,9.870000000000001
2019,1,6,6,45,10.5
2019,1,6,7,0,10.63
2019,1,6,7,15,9.950000000000001
2019,1,6,7,30,10.17
2019,1,6,7,45,10.200000000000001
2019,1,6,8,0,10
2019,1,6,8,15,8.83
2019,1,6,8,30,8.73
2019,1,6,8,45,8.02
2019,1,6,9,0,9.27
2019,1,6,9,15,9.22
2019,1,6,9,30,9.3
2019,1,6,9,45,9.040000000000001
2019,1,6,10,0,8.4
2019,1,6,10,15,8.22
2019,1,6,10,30,7.84
2019,1,6,10,45,7.62
2019,1,6,11,0,7.46
2019,1,6,11,15,7.140000000000001
2019,1,6,11,30,6.83
2019,1,6,11,45,6.45
2019,1,6,12,0,6.140000000000001
2019,1,6,12,15,5.8500000000000005
2019,1,6,12,30,5.76
2019,1,6,12,45,5.66
2019,1,6,13,0,5.57
2019,1,6,13,15,5.44
2019,1,6,13,30,5.3100000000000005
2019,1,6,13,45,5.2
2019,1,6,14,0,5.07
2019,1,6,14,15,4.93
2019,1,6,14,30,4.7700000000000005
2019,1,6,14,45,4.64
2019,1,6,15,0,4.37
2019,1,6,15,15,4.33
2019,1,6,15,30,4.38
2019,1,6,15,45,4.42
2019,1,6,16,0,4.14
2019,1,6,16,15,3.7600000000000002
2019,1,6,16,30,3.44
2019,1,6,16,45,3.3200000000000003
2019,1,6,17,0,3.46
2019,1,6,17,15,3.5100000000000002
2019,1,6,17,30,3.34
2019,1,6,17,45,3.11
2019,1,6,18,0,3
2019,1,6,18,15,2.94
2019,1,6,18,30,2.91
2019,1,6,18,45,3.37
2019,1,6,19,0,4.29
2019,1,6,19,15,4.92
2019,1,6,19,30,4.8
2019,1,6,19,45,4.98
2019,1,6,20,0,5.14
2019,1,6,20,15,5.34
2019,1,6,20,30,5.63
2019,1,6,20,45,5.82
2019,1,6,21,0,6.73
2019,1,6,21,15,6.99
2019,1,6,21,30,7.48
2019,1,6,21,45,7.74
2019,1,6,22,0,8.09
2019,1,6,22,15,8.49
2019,1,6,22,30,8.76
2019,1,6,22,45,9.19
2019,1,6,23,0,8.91
2019,1,6,23,15,8.76
2019,1,6,23,30,8.76
2019,1,6,23,45,8.51
2019,1,7,0,0,8.3
2019,1,7,0,15,7.61
2019,1,7,0,30,6.390000000000001
2019,1,7,0,45,7.61
2019,1,7,1,0,7.3500000000000005
2019,1,7,1,15,6.97
2019,1,7,1,30,6.97
2019,1,7,1,45,7.2700000000000005
2019,1,7,2,0,6.36
2019,1,7,2,15,6.83
2019,1,7,2,30,6.78
2019,1,7,2,45,5.8
2019,1,7,3,0,6.41
2019,1,7,3,15,6.23
2019,1,7,3,30,5.68
2019,1,7,3,45,5.89
2019,1,7,4,0,5.22
2019,1,7,4,15,5.26
2019,1,7,4,30,4.57
2019,1,7,4,45,4.17
2019,1,7,5,0,3.45
2019,1,7,5,15,2.61
2019,1,7,5,30,2
2019,1,7,5,45,1.7
2019,1,7,6,0,1.59
2019,1,7,6,15,1.43
2019,1,7,6,30,1.28
2019,1,7,6,45,1.52
2019,1,7,7,0,1.71
2019,1,7,7,15,1.6600000000000001
2019,1,7,7,30,1.25
2019,1,7,7,45,0.93
2019,1,7,8,0,1.1400000000000001
2019,1,7,8,15,1.94
2019,1,7,8,30,3.02
2019,1,7,8,45,3.7
2019,1,7,9,0,3.74
2019,1,7,9,15,3.7800000000000002
2019,1,7,9,30,4.66
2019,1,7,9,45,4.94
2019,1,7,10,0,5.57
2019,1,7,10,15,5.67
2019,1,7,10,30,5.61
2019,1,7,10,45,6.12
2019,1,7,11,0,6.17
2019,1,7,11,15,6.76
2019,1,7,11,30,8.03
2019,1,7,11,45,7.86
2019,1,7,12,0,8.22
2019,1,7,12,15,8.53
2019,1,7,12,30,9.11
2019,1,7,12,45,9.85
2019,1,7,13,0,10.08
2019,1,7,13,15,10.49
2019,1,7,13,30,11.08
2019,1,7,13,45,11.51
2019,1,7,14,0,12.06
2019,1,7,14,15,12.61
2019,1,7,14,30,12.88
2019,1,7,14,45,13.38
2019,1,7,15,0,14.34
2019,1,7,15,15,14.68
2019,1,7,15,30,15.64
2019,1,7,15,45,15.73
2019,1,7,16,0,15.58
2019,1,7,16,15,15.48
2019,1,7,16,30,15.46
2019,1,7,16,45,16.62
2019,1,7,17,0,16.48
2019,1,7,17,15,17.32
2019,1,7,17,30,17.990000000000002
2019,1,7,17,45,18.080000000000002
2019,1,7,18,0,17.57
2019,1,7,18,15,18.28
2019,1,7,18,30,18.73
2019,1,7,18,45,18.92
2019,1,7,19,0,19.91
2019,1,7,19,15,17.59
2019,1,7,19,30,19.12
2019,1,7,19,45,19.82
2019,1,7,20,0,20.3
2019,1,7,20,15,20.080000000000002
2019,1,7,20,30,19.36
2019,1,7,20,45,18.92
2019,1,7,21,0,18.75
2019,1,7,21,15,18.240000000000002
2019,1,7,21,30,18.93
2019,1,7,21,45,19.21
2019,1,7,22,0,19.29
2019,1,7,22,15,19.5
2019,1,7,22,30,19.6
2019,1,7,22,45,19.79
2019,1,7,23,0,20.03
2019,1,7,23,15,20.67
2019,1,7,23,30,20.69
2019,1,7,23,45,20.61
2019,1,8,0,0,20.72
2019,1,8,0,15,20.96
2019,1,8,0,30,21.31
2019,1,8,0,45,21.59
2019,1,8,1,0,21.81
2019,1,8,1,15,21.41
2019,1,8,1,30,21.63
2019,1,8,1,45,21.28
2019,1,8,2,0,21.56
2019,1,8,2,15,21.81
2019,1,8,2,30,22.85
2019,1,8,2,45,23.21
2019,1,8,3,0,23.98
2019,1,8,3,15,24.02
2019,1,8,3,30,24
2019,1,8,3,45,23.92
2019,1,8,4,0,24.26
2019,1,8,4,15,24.7
2019,1,8,4,30,25.2
2019,1,8,4,45,25.86
2019,1,8,5,0,26.64
2019,1,8,5,15,26.2
2019,1,8,5,30,26.400000000000002
2019,1,8,5,45,26.68
2019,1,8,6,0,27.26
2019,1,8,6,15,27.34
2019,1,8,6,30,27.400000000000002
2019,1,8,6,45,27.64
2019,1,8,7,0,27.98
2019,1,8,7,15,27.810000000000002
2019,1,8,7,30,28.01
2019,1,8,7,45,28.330000000000002
2019,1,8,8,0,28.740000000000002
2019,1,8,8,15,28.93
2019,1,8,8,30,29.01
2019,1,8,8,45,29.240000000000002
2019,1,8,9,0,29.150000000000002
2019,1,8,9,15,28.71
2019,1,8,9,30,29.01
2019,1,8,9,45,29.03
2019,1,8,10,0,29.490000000000002
2019,1,8,10,15,29.85
2019,1,8,10,30,29.88
2019,1,8,10,45,30.09
2019,1,8,11,0,30.060000000000002
2019,1,8,11,15,21.79
2019,1,8,11,30,21.1
2019,1,8,11,45,16.57
2019,1,8,12,0,17.8
2019,1,8,12,15,18.41
2019,1,8,12,30,20.47
2019,1,8,12,45,20.07
2019,1,8,13,0,20.55
2019,1,8,13,15,18.68
2019,1,8,13,30,19.46
2019,1,8,13,45,19.56
2019,1,8,14,0,19.85
2019,1,8,14,15,20.82
2019,1,8,14,30,20.69
2019,1,8,14,45,20.44
2019,1,8,15,0,19.93
2019,1,8,15,15,20.92
2019,1,8,15,30,20.830000000000002
2019,1,8,15,45,20.8
2019,1,8,16,0,20.56
2019,1,8,16,15,20.1
2019,1,8,16,30,20.48
2019,1,8,16,45,21.03
2019,1,8,17,0,22.28
2019,1,8,17,15,22.06
2019,1,8,17,30,22.75
2019,1,8,17,45,22.3
2019,1,8,18,0,22.490000000000002
2019,1,8,18,15,22.150000000000002
2019,1,8,18,30,22.18
2019,1,8,18,45,22.01
2019,1,8,19,0,21.77
2019,1,8,19,15,21.28
2019,1,8,19,30,20.75
2019,1,8,19,45,20.66
2019,1,8,20,0,20.78
2019,1,8,20,15,21.44
2019,1,8,20,30,20.66
2019,1,8,20,45,21.11
2019,1,8,21,0,21.01
2019,1,8,21,15,21.16
2019,1,8,21,30,21.38
2019,1,8,21,45,20.92
2019,1,8,22,0,20.69
2019,1,8,22,15,20.95
2019,1,8,22,30,21.36
2019,1,8,22,45,21.36
2019,1,8,23,0,21.77
2019,1,8,23,15,21.89
2019,1,8,23,30,22.080000000000002
2019,1,8,23,45,21.68
2019,1,9,0,0,21.52
2019,1,9,0,15,21.5
2019,1,9,0,30,21.740000000000002
2019,1,9,0,45,21.88
2019,1,9,1,0,21.650000000000002
2019,1,9,1,15,21.57
2019,1,9,1,30,21.67
2019,1,9,1,45,21.79
2019,1,9,2,0,21.830000000000002
2019,1,9,2,15,22
2019,1,9,2,30,22.17
2019,1,9,2,45,22.18
2019,1,9,3,0,22.06
2019,1,9,3,15,21.88
2019,1,9,3,30,21.85
2019,1,9,3,45,21.85
2019,1,9,4,0,21.88
2019,1,9,4,15,21.79
2019,1,9,4,30,21.400000000000002
2019,1,9,4,45,21.2
2019,1,9,5,0,21.54
2019,1,9,5,15,21.77
2019,1,9,5,30,21.77
2019,1,9,5,45,21.900000000000002
2019,1,9,6,0,22.150000000000002
2019,1,9,6,15,22.3
2019,1,9,6,30,22.45
2019,1,9,6,45,22.61
2019,1,9,7,0,22.64
2019,1,9,7,15,22.68
2019,1,9,7,30,22.31
2019,1,9,7,45,22.13
2019,1,9,8,0,22.1
2019,1,9,8,15,22.02
2019,1,9,8,30,22.06
2019,1,9,8,45,22.04
2019,1,9,9,0,21.990000000000002
2019,1,9,9,15,21.57
2019,1,9,9,30,21.41
2019,1,9,9,45,21.52
2019,1,9,10,0,21.25
2019,1,9,10,15,20.330000000000002
2019,1,9,10,30,19.900000000000002
2019,1,9,10,45,19.7
2019,1,9,11,0,19.35
2019,1,9,11,15,19.11
2019,1,9,11,30,18.87
2019,1,9,11,45,18.73
2019,1,9,12,0,18.31
2019,1,9,12,15,18.080000000000002
2019,1,9,12,30,17.62
2019,1,9,12,45,17.75
2019,1,9,13,0,17.32
2019,1,9,13,15,16.56
2019,1,9,13,30,16.41
2019,1,9,13,45,16.1
2019,1,9,14,0,15.93
2019,1,9,14,15,15.66
2019,1,9,14,30,15.39
2019,1,9,14,45,15.39
2019,1,9,15,0,15.05
2019,1,9,15,15,14.77
2019,1,9,15,30,14.59
2019,1,9,15,45,14.51
2019,1,9,16,0,14.44
2019,1,9,16,15,14.370000000000001
2019,1,9,16,30,14.35
2019,1,9,16,45,14.16
2019,1,9,17,0,14.33
2019,1,9,17,15,14.38
2019,1,9,17,30,14.4
2019,1,9,17,45,14.450000000000001
2019,1,9,18,0,14.24
2019,1,9,18,15,14.14
2019,1,9,18,30,14.14
2019,1,9,18,45,14.06
2019,1,9,19,0,13.94
2019,1,9,19,15,13.82
2019,1,9,19,30,13.63
2019,1,9,19,45,13.4
2019,1,9,20,0,13.23
2019,1,9,20,15,13.14
2019,1,9,20,30,12.97
2019,1,9,20,45,12.790000000000001
2019,1,9,21,0,12.58
2019,1,9,21,15,12.48
2019,1,9,21,30,12.38
2019,1,9,21,45,12.27
2019,1,9,22,0,12.06
2019,1,9,22,15,11.93
2019,1,9,22,30,11.77
2019,1,9,22,45,11.53
2019,1,9,23,0,11.18
2019,1,9,23,15,10.790000000000001
2019,1,9,23,30,10.53
2019,1,9,23,45,10.35
2019,1,10,0,0,10.11
2019,1,10,0,15,9.88
2019,1,10,0,30,9.78
2019,1,10,0,45,9.64
2019,1,10,1,0,9.63
2019,1,10,1,15,9.58
2019,1,10,1,30,9.65
2019,1,10,1,45,9.66
2019,1,10,2,0,9.63
2019,1,10,2,15,9.450000000000001
2019,1,10,2,30,10.09
2019,1,10,2,45,9.94
2019,1,10,3,0,9.66
2019,1,10,3,15,9.790000000000001
2019,1,10,3,30,10.19
2019,1,10,3,45,10.01
2019,1,10,4,0,10.040000000000001
2019,1,10,4,15,10.46
2019,1,10,4,30,10.53
2019,1,10,4,45,10.700000000000001
2019,1,10,5,0,10.57
2019,1,10,5,15,10.75
2019,1,10,5,30,11.02
2019,1,10,5,45,11.3
2019,1,10,6,0,11.56
2019,1,10,6,15,11.88
2019,1,10,6,30,12.21
2019,1,10,6,45,12.08
2019,1,10,7,0,12.14
2019,1,10,7,15,12.41
2019,1,10,7,30,12.8
2019,1,10,7,45,13.01
