Year,Month,Day,Period,1,2,3
2020,1,4,1,877.4718398,1122.537313,1250.180874
2020,1,4,2,877.1475708,1120.298507,1242.560554
2020,1,4,3,875.201957,1117.61194,1232.250708
2020,1,4,4,874.553419,1113.134328,1225.526895
2020,1,4,5,871.3107293,1109.104478,1211.631016
2020,1,4,6,870.0136534,1107.313433,1207.596729
2020,1,4,7,870.3379224,1106.865672,1201.32117
2020,1,4,8,871.9592673,1104.179104,1196.390374
2020,1,4,9,871.3107293,1101.940299,1191.907833
2020,1,4,10,867.7437706,1098.358209,1186.080528
2020,1,4,11,866.1224258,1095.223881,1177.115445
2020,1,4,12,866.4466947,1095.671642,1174.42592
2020,1,4,13,862.5554671,1093.880597,1189.666562
2020,1,4,14,860.9341222,1092.537313,1183.391003
2020,1,4,15,859.6370463,1090.746269,1181.597987
2020,1,4,16,857.6914325,1090.746269,1175.322428
2020,1,4,17,858.6642394,1090.298507,1169.04687
2020,1,4,18,858.0157014,1089.850746,1163.66782
2020,1,4,19,856.7186256,1089.402985,1157.840516
2020,1,4,20,857.3671635,1090.746269,1152.013212
2020,1,4,21,858.9885084,1090.746269,1146.634162
2020,1,4,22,858.9885084,1091.641791,1144.392891
2020,1,4,23,860.2855843,1091.641791,1138.565587
2020,1,4,24,861.9069291,1092.537313,1134.531299
2020,1,4,25,862.879736,1092.985075,1147.53067
2020,1,4,26,863.852543,1090.298507,1141.255112
2020,1,4,27,861.9069291,1089.850746,1135.427807
2020,1,4,28,863.852543,1089.402985,1125.117962
2020,1,4,29,865.4738878,1089.402985,1128.703995
2020,1,4,30,865.7981568,1085.820896,1126.910978
2020,1,4,31,865.7981568,1080.0,1123.773199
2020,1,4,32,869.0408465,1075.522388,1119.738912
2020,1,4,33,867.4195016,1075.522388,1113.015099
2020,1,4,34,868.3923086,1080.447761,1108.980812
2020,1,4,35,867.7437706,1085.373134,1108.532557
2020,1,4,36,870.9864603,1084.925373,1105.843032
2020,1,4,37,869.3651155,1081.791045,1114.359862
2020,1,4,38,870.6621914,1082.238806,1110.773828
2020,1,4,39,869.3651155,1080.447761,1105.843032
2020,1,4,40,870.0136534,1078.208955,1105.394778
2020,1,4,41,872.2835362,1080.0,1104.946524
2020,1,4,42,875.201957,1080.0,1100.912237
2020,1,4,43,876.8233019,1079.552239,1097.774457
2020,1,4,44,880.0659916,1080.895522,1099.11922
2020,1,4,45,882.3358744,1080.447761,1096.429695
2020,1,4,46,884.6057572,1081.343284,1090.154137
2020,1,4,47,886.87564,1082.238806,1090.602391
2020,1,4,48,891.4154056,1083.58209,1089.257628
2020,1,4,49,896.9279782,1085.820896,1094.188424
2020,1,4,50,901.1434748,1086.716418,1090.602391
2020,1,4,51,904.7104335,1086.716418,1091.050645
2020,1,4,52,907.9531232,1088.955224,1092.395407
2020,1,4,53,911.1958129,1089.402985,1095.981441
2020,1,4,54,915.0870406,1090.746269,1091.947153
2020,1,4,55,918.9782683,1093.432836,1094.636678
2020,1,4,56,925.1393788,1095.223881,1096.429695
2020,1,4,57,929.6791444,1097.462687,1100.015728
2020,1,4,58,932.5975651,1098.358209,1101.808745
2020,1,4,59,938.4344066,1099.701493,1102.705253
2020,1,4,60,942.0013653,1102.38806,1105.394778
2020,1,4,61,953.0265104,1105.074627,1095.981441
2020,1,4,62,959.5118899,1107.313433,1100.015728
2020,1,4,63,963.0788486,1108.656716,1103.153507
2020,1,4,64,967.9428831,1111.343284,1108.532557
2020,1,4,65,969.239959,1113.134328,1111.222082
2020,1,4,66,972.4826488,1114.477612,1117.497641
2020,1,4,67,977.0224144,1117.61194,1121.980182
2020,1,4,68,983.1835249,1123.432836,1126.462724
2020,1,4,69,989.9931733,1124.328358,1133.634791
2020,1,4,70,991.9387871,1127.910448,1140.806858
2020,1,4,71,997.1270907,1130.149254,1146.185908
2020,1,4,72,1002.963932,1133.283582,1147.53067
2020,1,4,73,1011.070657,1140.0,1138.565587
2020,1,4,74,1020.150188,1144.029851,1144.841145
2020,1,4,75,1024.689953,1145.373134,1149.323687
2020,1,4,76,1024.041415,1147.61194,1151.564958
2020,1,4,77,1026.311298,1150.746269,1160.530041
2020,1,4,78,1029.553988,1151.19403,1161.874803
2020,1,4,79,1031.823871,1151.641791,1163.219566
2020,1,4,80,1033.445216,1151.19403,1165.909091
2020,1,4,81,1035.390829,1150.746269,1165.909091
2020,1,4,82,1035.715098,1149.402985,1166.805599
2020,1,4,83,1037.660712,1142.238806,1167.253853
2020,1,4,84,1040.903402,1136.41791,1168.598616
2020,1,4,85,1041.55194,1131.492537,1154.254483
2020,1,4,86,1046.740243,1128.80597,1157.840516
2020,1,4,87,1051.280009,1125.223881,1156.944008
2020,1,4,88,1049.982933,1125.223881,1161.426549
2020,1,4,89,1052.577085,1123.432836,1167.702108
2020,1,4,90,1055.819775,1124.328358,1171.736395
2020,1,4,91,1056.468313,1127.462687,1185.632274
2020,1,4,92,1053.874161,1129.701493,1189.218308
2020,1,4,93,1054.522699,1126.567164,1196.838628
2020,1,4,94,1051.280009,1122.985075,1206.70022
2020,1,4,95,1052.252816,1117.61194,1209.389745
2020,1,4,96,1049.334395,1114.029851,1210.734508
2020,1,4,97,1049.982933,1122.089552,1205.803712
2020,1,4,98,1051.280009,1125.671642,1216.113558
2020,1,4,99,1049.334395,1129.253731,1227.768166
2020,1,4,100,1047.064512,1130.597015,1234.940233
2020,1,4,101,1046.740243,1132.38806,1247.939604
2020,1,4,102,1047.71305,1134.626866,1261.387229
2020,1,4,103,1045.443168,1138.656716,1274.3866
2020,1,4,104,1046.091706,1141.791045,1285.1447
2020,1,4,105,1043.173285,1143.134328,1292.76502
2020,1,4,106,1042.524747,1143.58209,1302.178358
2020,1,4,107,1039.930595,1145.373134,1308.005662
2020,1,4,108,1039.930595,1144.925373,1318.763762
2020,1,4,109,1037.660712,1144.477612,1314.729475
2020,1,4,110,1037.984981,1139.552239,1324.142812
2020,1,4,111,1038.30925,1134.179104,1333.55615
2020,1,4,112,1038.633519,1135.074627,1336.245675
2020,1,4,113,1035.06656,1136.865672,1343.417741
2020,1,4,114,1033.445216,1142.238806,1348.796791
2020,1,4,115,1030.526795,1145.373134,1355.968858
2020,1,4,116,1029.878257,1147.61194,1357.313621
2020,1,4,117,1029.878257,1144.925373,1363.589179
2020,1,4,118,1026.311298,1141.343284,1366.726958
2020,1,4,119,1027.932643,1140.447761,1374.347279
2020,1,4,120,1024.365684,1139.104478,1377.485058
2020,1,4,121,1025.66276,1137.761194,1381.519346
2020,1,4,122,1025.66276,1136.865672,1389.587921
2020,1,4,123,1025.338491,1136.41791,1394.518717
2020,1,4,124,1026.635567,1135.522388,1397.208242
2020,1,4,125,1024.689953,1133.731343,1399.897767
2020,1,4,126,1018.528843,1131.492537,1403.035546
2020,1,4,127,1016.583229,1128.80597,1405.725071
2020,1,4,128,1013.664808,1127.910448,1409.311104
2020,1,4,129,1010.09785,1124.328358,1408.414596
2020,1,4,130,1007.179429,1121.641791,1416.034917
2020,1,4,131,1006.530891,1119.402985,1415.586662
2020,1,4,132,1006.85516,1117.164179,1416.034917
2020,1,4,133,1006.530891,1111.343284,1421.862221
2020,1,4,134,1005.233815,1109.104478,1423.206983
2020,1,4,135,1001.991125,1108.208955,1421.862221
2020,1,4,136,1000.045511,1108.208955,1425.448254
2020,1,4,137,997.7756286,1105.074627,1426.793017
2020,1,4,138,995.8300148,1102.835821,1428.586033
2020,1,4,139,996.1542838,1101.940299,1428.586033
2020,1,4,140,994.5329389,1100.597015,1428.137779
2020,1,4,141,994.5329389,1099.701493,1426.344763
2020,1,4,142,990.6417112,1099.701493,1424.551746
2020,1,4,143,989.3446353,1101.044776,1425.896508
2020,1,4,144,984.8048697,1102.38806,1428.586033
2020,1,4,145,983.8320628,1110.0,1425.896508
2020,1,4,146,983.1835249,1112.238806,1432.620321
2020,1,4,147,979.6165662,1113.134328,1429.930796
2020,1,4,148,977.3466834,1114.925373,1429.034288
2020,1,4,149,977.6709523,1116.716418,1426.793017
2020,1,4,150,976.6981454,1117.61194,1424.551746
2020,1,4,151,976.6981454,1118.955224,1424.103492
2020,1,4,152,973.7797247,1118.507463,1422.310475
2020,1,4,153,972.8069177,1118.059701,1420.517458
2020,1,4,154,972.4826488,1117.164179,1420.517458
2020,1,4,155,970.212766,1117.61194,1421.862221
2020,1,4,156,968.2671521,1114.477612,1416.483171
2020,1,4,157,963.7273865,1110.447761,1413.345392
2020,1,4,158,962.4303106,1109.552239,1414.690154
2020,1,4,159,959.5118899,1108.208955,1405.725071
2020,1,4,160,959.8361588,1106.865672,1407.518087
2020,1,4,161,957.2420071,1105.074627,1403.932054
2020,1,4,162,956.5934691,1105.074627,1401.690783
2020,1,4,163,955.6206622,1103.731343,1399.897767
2020,1,4,164,955.6206622,1101.044776,1396.759987
2020,1,4,165,947.5139379,1101.044776,1394.070462
2020,1,4,166,949.1352827,1098.80597,1390.484429
2020,1,4,167,948.4867448,1097.910448,1394.070462
2020,1,4,168,948.1624758,1097.462687,1386.898396
2020,1,4,169,949.4595517,1100.597015,1385.553633
2020,1,4,170,946.8653999,1101.492537,1382.864108
2020,1,4,171,948.8110138,1102.38806,1385.105379
2020,1,4,172,952.3779725,1100.597015,1379.726329
2020,1,4,173,952.0537035,1099.701493,1375.243787
2020,1,4,174,953.6750484,1100.149254,1377.485058
2020,1,4,175,953.3507794,1097.014925,1378.381567
2020,1,4,176,953.0265104,1097.910448,1373.899025
2020,1,4,177,952.3779725,1098.358209,1373.450771
2020,1,4,178,953.0265104,1093.432836,1368.968229
2020,1,4,179,953.9993173,1092.089552,1370.761246
2020,1,4,180,951.7294345,1091.19403,1368.519975
2020,1,4,181,953.9993173,1082.686567,1366.278704
2020,1,4,182,955.9449312,1080.895522,1362.244416
2020,1,4,183,954.6478553,1079.104478,1361.796162
2020,1,4,184,955.9449312,1077.313433,1359.554891
2020,1,4,185,956.5934691,1078.208955,1356.865366
2020,1,4,186,959.5118899,1077.761194,1354.175841
2020,1,4,187,959.8361588,1079.104478,1351.486316
2020,1,4,188,962.7545796,1079.104478,1350.141554
2020,1,4,189,964.0516555,1080.447761,1349.6933
2020,1,4,190,966.9700762,1083.134328,1347.900283
2020,1,4,191,971.5098418,1084.477612,1349.6933
2020,1,4,192,975.4010695,1088.955224,1345.659012
2020,1,4,193,983.5077938,1095.223881,1337.142183
2020,1,4,194,991.9387871,1099.701493,1338.038691
2020,1,4,195,999.0727045,1107.761194,1338.9352
2020,1,4,196,1007.827967,1119.402985,1345.210758
2020,1,4,197,1014.961884,1126.567164,1349.6933
2020,1,4,198,1023.392877,1137.761194,1356.865366
2020,1,4,199,1029.229719,1149.402985,1370.312992
2020,1,4,200,1035.715098,1160.149254,1380.622837
2020,1,4,201,1041.876209,1172.238806,1392.277446
2020,1,4,202,1047.71305,1186.119403,1400.346021
2020,1,4,203,1052.901354,1201.343284,1419.172696
2020,1,4,204,1060.035271,1216.119403,1432.172067
2020,1,4,205,1073.330299,1248.358209,1481.031771
2020,1,4,206,1082.734099,1260.895522,1494.92765
2020,1,4,207,1085.976789,1276.119403,1506.134004
2020,1,4,208,1091.165093,1289.552239,1516.892104
2020,1,4,209,1098.623279,1302.985075,1528.098459
2020,1,4,210,1105.432928,1316.41791,1533.477509
2020,1,4,211,1114.836728,1332.089552,1544.235609
2020,1,4,212,1121.322107,1340.597015,1550.062913
2020,1,4,213,1128.131756,1350.895522,1559.47625
2020,1,4,214,1132.99579,1360.746269,1565.751809
2020,1,4,215,1141.426783,1372.835821,1564.407046
2020,1,4,216,1143.372397,1383.134328,1567.99308
2020,1,4,217,1124.564797,1359.402985,1559.027996
2020,1,4,218,1119.376493,1355.373134,1571.130859
2020,1,4,219,1109.972693,1347.761194,1575.6134
2020,1,4,220,1101.217431,1339.701493,1584.13023
2020,1,4,221,1094.732051,1328.955224,1592.647059
2020,1,4,222,1084.031175,1320.0,1592.198805
2020,1,4,223,1079.49141,1311.492537,1590.405788
2020,1,4,224,1076.24872,1304.328358,1586.3715
2020,1,4,225,1070.411878,1301.641791,1583.233721
2020,1,4,226,1063.277961,1298.059701,1578.75118
2020,1,4,227,1061.332347,1295.820896,1568.889588
2020,1,4,228,1058.738195,1293.134328,1562.61403
2020,1,4,229,1064.899306,1303.880597,1563.958792
2020,1,4,230,1065.223575,1303.880597,1554.993709
2020,1,4,231,1065.547844,1303.880597,1550.511167
2020,1,4,232,1062.629423,1304.328358,1548.269896
2020,1,4,233,1063.277961,1305.223881,1546.47688
2020,1,4,234,1063.60223,1304.776119,1544.235609
2020,1,4,235,1062.953692,1304.328358,1540.649575
2020,1,4,236,1061.656616,1303.432836,1538.408304
2020,1,4,237,1059.711002,1301.641791,1534.374017
2020,1,4,238,1055.819775,1298.507463,1529.443221
2020,1,4,239,1052.577085,1294.925373,1528.994967
2020,1,4,240,1050.307202,1291.343284,1528.994967
2020,1,4,241,1045.118899,1286.865672,1515.995596
2020,1,4,242,1040.579133,1285.074627,1515.547342
2020,1,4,243,1036.687905,1284.626866,1508.823529
2020,1,4,244,1035.06656,1280.597015,1506.582259
2020,1,4,245,1032.796678,1275.671642,1502.996225
2020,1,4,246,1026.311298,1272.537313,1499.858446
2020,1,4,247,1022.74434,1268.955224,1496.272413
2020,1,4,248,1016.907498,1266.268657,1494.92765
2020,1,4,249,1013.340539,1264.029851,1492.238125
2020,1,4,250,1007.179429,1262.686567,1487.307329
2020,1,4,251,1001.666856,1259.104478,1478.7905
2020,1,4,252,998.0998976,1258.208955,1476.997483
2020,1,4,253,995.5057458,1256.41791,1464.894621
2020,1,4,254,991.2902492,1250.597015,1456.377792
2020,1,4,255,990.3174423,1240.746269,1452.343504
2020,1,4,256,984.1563318,1235.373134,1447.860963
2020,1,4,257,978.6437592,1233.58209,1444.723183
2020,1,4,258,972.1583798,1232.238806,1435.309846
2020,1,4,259,967.2943452,1231.791045,1433.965083
2020,1,4,260,962.7545796,1233.134328,1428.586033
2020,1,4,261,961.4575037,1230.447761,1420.517458
2020,1,4,262,954.3235863,1230.0,1415.138408
2020,1,4,263,950.4323586,1224.626866,1410.655867
2020,1,4,264,941.6770964,1220.149254,1402.587292
2020,1,4,265,933.2461031,1215.223881,1390.484429
2020,1,4,266,931.3004892,1208.955224,1380.622837
2020,1,4,267,928.3820685,1204.477612,1371.657754
2020,1,4,268,925.4636477,1199.104478,1367.623466
2020,1,4,269,921.896689,1196.41791,1353.279333
2020,1,4,270,918.3297303,1193.283582,1350.589808
2020,1,4,271,915.7355786,1188.358209,1340.279962
2020,1,4,272,910.871544,1182.537313,1333.107896
2020,1,4,273,908.2773922,1177.61194,1329.073608
2020,1,4,274,903.7376266,1170.447761,1321.453287
2020,1,4,275,900.8192058,1165.970149,1314.281221
2020,1,4,276,898.549323,1163.731343,1306.212645
2020,1,4,277,899.5221299,1157.910448,1307.557408
2020,1,4,278,896.2794402,1153.880597,1302.626612
2020,1,4,279,894.6580953,1154.776119,1294.558037
2020,1,4,280,892.7124815,1150.746269,1287.38597
2020,1,4,281,888.8212538,1146.268657,1278.420887
2020,1,4,282,887.5241779,1141.791045,1273.938345
2020,1,4,283,884.2814882,1138.656716,1264.525008
