Year,Month,Day,Period,1,2,3
2020,1,5,1,874.2291501,1117.61194,1234.940233
2020,1,5,2,874.2291501,1116.716418,1225.078641
2020,1,5,3,874.553419,1112.686567,1221.492608
2020,1,5,4,873.2563432,1108.656716,1214.320541
2020,1,5,5,873.2563432,1106.41791,1202.217679
2020,1,5,6,871.9592673,1104.626866,1197.286883
2020,1,5,7,870.9864603,1102.38806,1186.528783
2020,1,5,8,869.0408465,1101.044776,1183.391003
2020,1,5,9,870.0136534,1099.701493,1174.42592
2020,1,5,10,869.0408465,1097.462687,1166.805599
2020,1,5,11,869.3651155,1095.223881,1165.909091
2020,1,5,12,869.3651155,1092.985075,1158.28877
2020,1,5,13,866.4466947,1092.089552,1171.288141
2020,1,5,14,864.8253499,1091.19403,1166.805599
2020,1,5,15,863.852543,1090.298507,1157.840516
2020,1,5,16,864.5010809,1090.746269,1158.28877
2020,1,5,17,866.1224258,1088.507463,1156.047499
2020,1,5,18,866.1224258,1087.164179,1146.185908
2020,1,5,19,867.7437706,1085.373134,1146.634162
2020,1,5,20,868.0680396,1084.477612,1140.358603
2020,1,5,21,868.0680396,1084.029851,1141.703366
2020,1,5,22,866.7709637,1082.238806,1140.806858
2020,1,5,23,864.8253499,1080.895522,1137.669078
2020,1,5,24,865.7981568,1078.656716,1133.634791
2020,1,5,25,867.4195016,1075.970149,1137.669078
2020,1,5,26,869.3651155,1074.626866,1136.77257
2020,1,5,27,868.0680396,1074.179104,1134.979553
2020,1,5,28,868.0680396,1071.940299,1137.669078
2020,1,5,29,870.9864603,1070.149254,1134.979553
2020,1,5,30,869.0408465,1069.253731,1132.290028
2020,1,5,31,869.3651155,1068.80597,1124.669707
2020,1,5,32,872.6078052,1068.80597,1122.428437
2020,1,5,33,871.9592673,1067.462687,1123.773199
2020,1,5,34,871.9592673,1066.567164,1117.945895
2020,1,5,35,873.2563432,1068.80597,1114.808116
2020,1,5,36,875.526226,1070.149254,1116.152878
2020,1,5,37,880.0659916,1069.253731,1117.497641
2020,1,5,38,881.0387985,1067.462687,1114.359862
2020,1,5,39,882.9844123,1070.149254,1113.015099
