Year,Month,Day,Period,1,2,3
2020,1,6,1,878.1203777,1091.19403,1190.114816
2020,1,6,2,877.4718398,1088.059701,1181.597987
2020,1,6,3,874.2291501,1087.61194,1171.736395
2020,1,6,4,874.2291501,1085.373134,1166.805599
2020,1,6,5,872.6078052,1082.686567,1154.254483
2020,1,6,6,877.1475708,1082.238806,1148.427178
2020,1,6,7,874.877688,1080.0,1140.806858
2020,1,6,8,874.877688,1078.208955,1143.048128
2020,1,6,9,876.8233019,1077.313433,1139.013841
2020,1,6,10,873.9048811,1075.522388,1135.427807
2020,1,6,11,875.201957,1074.626866,1130.497012
2020,1,6,12,873.2563432,1073.283582,1121.980182
2020,1,6,13,872.6078052,1071.492537,1140.806858
2020,1,6,14,870.9864603,1071.044776,1137.669078
2020,1,6,15,874.2291501,1071.940299,1131.841774
2020,1,6,16,876.4990329,1073.283582,1130.497012
2020,1,6,17,874.877688,1072.38806,1130.497012
2020,1,6,18,875.8504949,1071.940299,1122.876691
2020,1,6,19,875.526226,1071.940299,1120.187166
2020,1,6,20,877.1475708,1071.492537,1114.808116
2020,1,6,21,877.7961088,1071.492537,1117.497641
2020,1,6,22,879.7417226,1071.492537,1112.566845
2020,1,6,23,881.3630675,1070.149254,1108.980812
2020,1,6,24,881.3630675,1069.253731,1106.291287
2020,1,6,25,882.9844123,1067.910448,1113.463353
2020,1,6,26,885.9028331,1062.985075,1108.980812
2020,1,6,27,885.9028331,1056.716418,1104.946524
2020,1,6,28,888.8212538,1052.238806,1100.912237
2020,1,6,29,890.7668677,1054.029851,1100.912237
2020,1,6,30,891.7396746,1058.059701,1098.670966
2020,1,6,31,892.0639436,1065.671642,1095.981441
2020,1,6,32,893.6852884,1065.223881,1089.705882
2020,1,6,33,896.6037092,1062.985075,1094.188424
2020,1,6,34,898.549323,1062.985075,1089.257628
2020,1,6,35,900.4949369,1065.223881,1091.498899
2020,1,6,36,901.4677438,1070.597015,1089.705882
2020,1,6,37,904.7104335,1067.462687,1089.705882
