Year,Month,Day,Period,1,2,3
2020,1,8,1,926.4364547,1148.059701,1239.871029
2020,1,8,2,925.7879167,1145.820896,1232.250708
2020,1,8,3,926.1121857,1146.716418,1226.423404
2020,1,8,4,919.3025373,1144.477612,1214.320541
2020,1,8,5,916.3841165,1141.343284,1204.907204
2020,1,8,6,917.3569234,1139.104478,1194.597358
2020,1,8,7,917.0326545,1136.41791,1189.218308
2020,1,8,8,917.3569234,1135.522388,1183.391003
2020,1,8,9,918.9782683,1134.179104,1178.011953
2020,1,8,10,917.0326545,1133.283582,1170.391633
2020,1,8,11,920.2753442,1130.597015,1162.771312
2020,1,8,12,920.9238821,1128.358209,1155.150991
2020,1,8,13,924.4908408,1129.253731,1167.253853
2020,1,8,14,922.545227,1128.358209,1162.771312
2020,1,8,15,926.1121857,1128.358209,1157.840516
2020,1,8,16,928.7063375,1127.462687,1155.599245
2020,1,8,17,929.6791444,1127.014925,1151.116703
2020,1,8,18,926.7607236,1130.149254,1147.53067
2020,1,8,19,928.0577995,1129.701493,1147.978924
2020,1,8,20,929.3548754,1127.910448,1139.013841
2020,1,8,21,931.3004892,1128.358209,1137.220824
2020,1,8,22,930.9762203,1128.358209,1134.531299
2020,1,8,23,932.2732962,1128.358209,1131.39352
2020,1,8,24,934.21891,1127.462687,1132.738282
2020,1,8,25,933.5703721,1127.014925,1139.462095
2020,1,8,26,937.1373308,1125.223881,1136.324316
2020,1,8,27,938.4344066,1123.880597,1135.427807
2020,1,8,28,940.3800205,1124.328358,1133.186537
2020,1,8,29,939.4072136,1122.985075,1127.359232
2020,1,8,30,941.6770964,1122.985075,1125.117962
2020,1,8,31,945.892593,1124.776119,1122.428437
2020,1,8,32,948.1624758,1124.776119,1121.980182
2020,1,8,33,948.8110138,1125.223881,1118.394149
2020,1,8,34,951.4051655,1124.328358,1118.842403
2020,1,8,35,955.6206622,1125.223881,1116.601132
2020,1,8,36,958.214814,1126.119403,1112.118591
2020,1,8,37,970.8613039,1124.328358,1118.842403
2020,1,8,38,972.4826488,1125.671642,1121.531928
2020,1,8,39,981.237911,1127.014925,1120.187166
2020,1,8,40,986.7504836,1128.358209,1121.531928
2020,1,8,41,990.6417112,1129.253731,1121.531928
2020,1,8,42,994.5329389,1130.597015,1118.842403
2020,1,8,43,998.4241666,1132.835821,1119.738912
2020,1,8,44,1006.530891,1133.731343,1118.394149
2020,1,8,45,1011.070657,1135.522388,1121.531928
2020,1,8,46,1019.825919,1138.656716,1122.876691
2020,1,8,47,1025.338491,1140.0,1121.531928
2020,1,8,48,1031.175333,1143.134328,1121.531928
2020,1,8,49,1039.606326,1146.268657,1118.394149
2020,1,8,50,1053.549892,1148.059701,1121.083674
2020,1,8,51,1063.277961,1152.537313,1124.669707
2020,1,8,52,1072.681761,1156.119403,1126.910978
2020,1,8,53,1081.437024,1159.253731,1127.359232
2020,1,8,54,1092.462169,1163.283582,1134.083045
2020,1,8,55,1105.432928,1171.343284,1137.669078
2020,1,8,56,1117.106611,1174.477612,1142.599874
2020,1,8,57,1125.213335,1180.298507,1144.841145
2020,1,8,58,1144.020935,1187.014925,1148.875433
2020,1,8,59,1155.694618,1191.492537,1156.944008
2020,1,8,60,1171.259529,1199.104478,1162.771312
2020,1,8,61,1196.552509,1208.059701,1142.599874
2020,1,8,62,1220.548413,1219.701493,1151.564958
2020,1,8,63,1236.761861,1227.761194,1161.874803
2020,1,8,64,1248.759813,1236.268657,1169.943378
2020,1,8,65,1261.406303,1244.328358,1181.149733
2020,1,8,66,1269.837297,1252.38806,1192.356087
2020,1,8,67,1283.456593,1263.134328,1203.114187
2020,1,8,68,1299.670042,1274.776119,1215.217049
2020,1,8,69,1306.479691,1286.865672,1232.250708
2020,1,8,70,1311.343725,1296.268657,1248.836112
2020,1,8,71,1318.801911,1308.358209,1265.421516
2020,1,8,72,1326.908636,1318.208955,1283.799937
2020,1,8,73,1331.124132,1337.910448,1295.454545
2020,1,8,74,1344.41916,1353.58209,1316.074237
2020,1,8,75,1350.256002,1362.537313,1329.073608
2020,1,8,76,1351.228809,1372.835821,1345.210758
2020,1,8,77,1350.256002,1380.447761,1358.658383
2020,1,8,78,1348.634657,1384.477612,1369.416483
2020,1,8,79,1348.310388,1388.955224,1383.760617
2020,1,8,80,1347.337581,1392.985075,1393.173954
2020,1,8,81,1348.310388,1394.328358,1399.001258
2020,1,8,82,1347.66185,1393.880597,1404.380308
2020,1,8,83,1344.094891,1384.029851,1409.311104
2020,1,8,84,1340.527933,1371.940299,1412.448883
2020,1,8,85,1329.827057,1358.059701,1417.379679
2020,1,8,86,1319.774718,1355.820896,1431.723813
2020,1,8,87,1309.72238,1351.343284,1441.585404
2020,1,8,88,1299.994311,1350.447761,1448.757471
2020,1,8,89,1290.91478,1348.656716,1452.343504
2020,1,8,90,1282.483787,1346.41791,1455.481283
2020,1,8,91,1274.701331,1343.283582,1465.342875
2020,1,8,92,1266.270338,1339.701493,1466.687638
2020,1,8,93,1255.245193,1331.19403,1466.239383
2020,1,8,94,1244.868586,1320.895522,1470.721925
2020,1,8,95,1231.897827,1311.940299,1475.652721
2020,1,8,96,1221.196951,1308.358209,1474.307958
2020,1,8,97,1214.711571,1313.283582,1502.099717
2020,1,8,98,1206.280578,1313.283582,1514.650834
2020,1,8,99,1198.498123,1311.940299,1521.8229
2020,1,8,100,1190.391398,1308.358209,1527.20195
2020,1,8,101,1181.960405,1305.223881,1531.236238
2020,1,8,102,1173.205143,1302.089552,1534.822271
2020,1,8,103,1166.395494,1298.955224,1543.787355
2020,1,8,104,1159.261577,1296.716418,1546.47688
2020,1,8,105,1152.12766,1294.029851,1550.959421
2020,1,8,106,1144.993742,1290.895522,1557.23498
2020,1,8,107,1139.156901,1287.313433,1559.924505
2020,1,8,108,1136.23848,1286.41791,1564.8553
2020,1,8,109,1136.562749,1289.552239,1585.923246
2020,1,8,110,1128.780294,1287.761194,1593.543567
2020,1,8,111,1121.646376,1279.253731,1604.749921
2020,1,8,112,1118.403686,1274.776119,1604.749921
2020,1,8,113,1113.539652,1271.19403,1610.577226
2020,1,8,114,1111.918307,1267.61194,1619.542309
2020,1,8,115,1107.378541,1260.447761,1618.197546
2020,1,8,116,1105.432928,1258.208955,1620.887071
2020,1,8,117,1102.838776,1254.179104,1624.473105
2020,1,8,118,1097.974741,1251.940299,1625.817867
2020,1,8,119,1094.083513,1250.149254,1631.196917
2020,1,8,120,1092.786438,1250.149254,1636.127713
2020,1,8,121,1088.570941,1250.149254,1648.67883
2020,1,8,122,1085.65252,1249.253731,1656.747405
2020,1,8,123,1083.382637,1245.671642,1658.540422
2020,1,8,124,1079.815679,1243.880597,1660.781692
2020,1,8,125,1075.600182,1241.19403,1662.126455
2020,1,8,126,1070.08761,1237.61194,1665.712488
2020,1,8,127,1067.169189,1236.268657,1669.746776
2020,1,8,128,1061.980885,1234.029851,1667.953759
2020,1,8,129,1058.089658,1233.134328,1669.298522
2020,1,8,130,1053.225623,1230.895522,1673.332809
2020,1,8,131,1051.928547,1228.656716,1678.263605
2020,1,8,132,1049.658664,1225.522388,1677.815351
2020,1,8,133,1046.415975,1225.074627,1689.021705
2020,1,8,134,1045.443168,1224.626866,1694.849009
2020,1,8,135,1044.146092,1222.38806,1694.849009
2020,1,8,136,1042.200478,1220.597015,1697.09028
2020,1,8,137,1037.336443,1217.910448,1694.400755
2020,1,8,138,1036.039367,1215.671642,1697.09028
2020,1,8,139,1035.390829,1212.985075,1695.745517
2020,1,8,140,1032.14814,1209.850746,1692.607738
2020,1,8,141,1030.851064,1207.61194,1697.09028
2020,1,8,142,1028.581181,1205.373134,1699.779805
