Year,Month,Day,Period,1,2,3
2020,1,10,1,921.5724201,1120.746269,1236.284995
2020,1,10,2,920.2753442,1117.164179,1230.009437
2020,1,10,3,920.5996132,1115.373134,1221.492608
2020,1,10,4,920.5996132,1113.134328,1215.217049
2020,1,10,5,924.1665719,1113.134328,1204.010695
2020,1,10,6,923.1937649,1112.238806,1198.631645
2020,1,10,7,922.545227,1110.447761,1191.459578
2020,1,10,8,923.1937649,1110.0,1182.494495
2020,1,10,9,921.2481511,1106.865672,1180.701478
2020,1,10,10,922.220958,1105.074627,1175.770683
2020,1,10,11,924.8151098,1103.731343,1169.04687
2020,1,10,12,922.545227,1102.835821,1161.874803
2020,1,10,13,921.896689,1100.597015,1177.563699
2020,1,10,14,922.869496,1099.253731,1169.495124
2020,1,10,15,922.869496,1097.014925,1165.909091
2020,1,10,16,920.5996132,1095.671642,1160.530041
2020,1,10,17,921.2481511,1094.776119,1162.771312
2020,1,10,18,922.545227,1096.119403,1158.28877
2020,1,10,19,922.869496,1094.328358,1153.806228
2020,1,10,20,922.869496,1092.537313,1147.082416
2020,1,10,21,923.8423029,1091.641791,1142.599874
2020,1,10,22,922.869496,1089.402985,1140.358603
2020,1,10,23,923.1937649,1090.746269,1141.703366
2020,1,10,24,926.4364547,1089.850746,1142.599874
2020,1,10,25,928.7063375,1088.507463,1148.875433
2020,1,10,26,931.6247582,1087.61194,1142.599874
2020,1,10,27,931.9490272,1087.61194,1141.703366
2020,1,10,28,933.894641,1089.402985,1138.565587
2020,1,10,29,934.21891,1089.850746,1141.255112
2020,1,10,30,935.1917169,1088.955224,1135.427807
2020,1,10,31,938.7586756,1088.955224,1136.77257
2020,1,10,32,940.7042895,1087.61194,1136.77257
2020,1,10,33,942.6499033,1088.507463,1134.531299
2020,1,10,34,944.2712482,1088.507463,1135.876062
2020,1,10,35,947.8382068,1087.61194,1130.048757
2020,1,10,36,951.4051655,1088.955224,1129.600503
2020,1,10,37,954.6478553,1088.507463,1132.290028
2020,1,10,38,957.566276,1088.507463,1129.600503
2020,1,10,39,959.5118899,1089.850746,1129.600503
2020,1,10,40,965.9972693,1092.537313,1131.39352
2020,1,10,41,969.239959,1093.432836,1130.497012
2020,1,10,42,977.9952213,1096.119403,1129.152249
2020,1,10,43,980.9136421,1094.776119,1131.39352
2020,1,10,44,987.0747525,1097.014925,1125.566216
2020,1,10,45,993.884401,1098.358209,1127.807487
2020,1,10,46,999.3969735,1099.253731,1125.566216
2020,1,10,47,1006.530891,1100.149254,1126.01447
2020,1,10,48,1014.637615,1102.835821,1125.566216
2020,1,10,49,1025.66276,1106.41791,1119.290657
2020,1,10,50,1033.769485,1108.656716,1121.980182
2020,1,10,51,1043.173285,1111.343284,1123.324945
2020,1,10,52,1055.171237,1111.791045,1127.807487
2020,1,10,53,1064.575037,1114.029851,1127.359232
2020,1,10,54,1074.951644,1118.955224,1130.945266
2020,1,10,55,1091.489362,1122.985075,1133.186537
2020,1,10,56,1104.135852,1127.462687,1138.117332
2020,1,10,57,1118.403686,1132.835821,1141.703366
2020,1,10,58,1132.671521,1137.313433,1146.185908
2020,1,10,59,1147.912163,1141.791045,1154.254483
2020,1,10,60,1163.152805,1146.716418,1160.978295
2020,1,10,61,1191.039936,1154.776119,1142.599874
2020,1,10,62,1206.604847,1162.835821,1151.116703
2020,1,10,63,1220.224144,1169.552239,1160.978295
2020,1,10,64,1232.546365,1175.820896,1174.42592
2020,1,10,65,1247.787006,1182.089552,1180.253224
2020,1,10,66,1258.163614,1188.80597,1192.804341
2020,1,10,67,1266.270338,1196.41791,1206.70022
2020,1,10,68,1275.0256,1200.447761,1220.596099
2020,1,10,69,1284.105131,1208.955224,1234.043724
2020,1,10,70,1292.536125,1214.776119,1246.594841
2020,1,10,71,1297.400159,1220.597015,1264.525008
2020,1,10,72,1302.912732,1228.208955,1278.869141
2020,1,10,73,1311.992263,1240.298507,1281.558666
2020,1,10,74,1318.477643,1248.358209,1302.626612
2020,1,10,75,1320.098987,1252.835821,1312.488204
2020,1,10,76,1321.720332,1257.761194,1329.073608
2020,1,10,77,1320.747525,1262.686567,1340.728216
2020,1,10,78,1315.883491,1265.373134,1354.624096
2020,1,10,79,1314.910684,1269.402985,1364.037433
2020,1,10,80,1309.073842,1272.089552,1372.554262
2020,1,10,81,1306.155422,1271.641791,1380.174583
2020,1,10,82,1300.967118,1273.880597,1388.243158
